Ništa. Iza mojih leđa, vrata kupaonice poput crne rupe usisavala su pozitivnu energiju koju sam pokušavala prikupiti za današnji dan.	133
Ohrabriti se sjećanjem na svoje bezbrižne rođendane, kad je najgore što se moglo dogoditi bilo da neka svjećica na torti ostane neugašena.	138
Ali vrata su bila otvorena i neizvjesnost koja je kuljala iz mraka gasila je bljeskove uspomena kao iskre vatrometa koje, nakon što je osvijetle, učine tamu još praznijom.	171
Sudbonosna dimenzija koju je nezasluženo dobilo takvo trivijalno mjesto kao kupaonica čak me na neki način i privlačila.	120
To je bio nedvosmislen poziv.	29
Uostalom, zašto čekati?	23
Učinimo to odmah. Zvonjava telefona rasula se mojom malom kuhinjom neuobičajeno glasno, oštro rasjekavši tišinu.	112
Na displeju je svijetlio moj stari kućni broj.	46
Halo? Mama ne zna da imam čitač brojeva.	40
Trebao mi je taj halo, taj dragocjeni komadić vremena za uzmak.	63
Halo kao most da izađem iz sebe, stvarne sebe, i bestjelesno uronim u drugu formu, kao u odjeću za izlazak.	107
Sretan rođendan! Ej…	20
nisam ti se još nadala.	23
Hvala. Kako lažem…	18
Mrzim kako dobro lažem.	23
Nisam te probudila?	19
Sigurno? Šta planiraš?	22
Vjerojatno večera s Markom, negdje vani…	40
Ništa specijalno. Baš se spremam u kupnju.	42
Ništa specijalno, večera vani?	30
Pa to je divno, Petra!	22
A Ivana? Svratit će i ona popodne.	34
Pa nije to mala stvar, to je jubilarni, nekako je, bar meni, bio poseban.	73
Razmišljaš o svom životu, šta si napravila, šta nisi i tako, znaš.	66
Joj, kad se sjetim svoga tridesetog, cijeli dan sam plakala, a ti onako malena…	79
Tako si bila tužna i zbunjena što ja plačem, a rođendan mi je.	62
Još sam ja bila udana i sve mi je bilo drukčije nego tebi…	58
Posebno je naglasila posljednju rečenicu.	41
Onda, je li tebi dan poseban?	29
Pa ne znam baš, kao i svaki drugi, ne vidim tu nešto iznimno.	61
Slušaj se. Samo se slušaj.	26
Iz slušalice kratkotrajna šutnja.	33
Pogrešan odgovor. Jesi dobila nešto fino od svog budućeg?	57
Dobar pokušaj. Evo, sad ćeš opet reć’ da nijedan naš razgovor ne prođe bez teme o udaji, ali…	93
Petra, stalno razmišljam o vama i kako je ovo već treća godina da ste zajedno.	78
Muškarci su takvi, ako on vidi da ti odugovlačiš, može ti se dogoditi…	70
da te više neće htjeti.	23
Ne boj se, mama. Neće se dogoditi takvo zlo.	44
Ne, mislim, hoću reći, ljudi se predomisle i…	45
Ipak ću čekati popodne.	23
Kad se vratim iz kupnje.	24
Kad sve obavim. Definitivno.	28
Ona i dalje govori.	19
Kredit, kozmetičarka i tretmani koji kradu lovu, Mirjanini unuci, Dadići, Kovačevići i pokvareni multipraktik, novi diskont, klimakterij i kako se grad poseljačio.	163
Poslala sam ti nešto novca, mislim da bi ti moglo stići danas ili u ponedjeljak.	80
Kupi si nešto. Hvala, nazvat ću te za par dana da se ispričamo.	63
Sad bih stvarno morala dosta toga obavit, nemoj se ljutit, vrijedi?	67
Tata ti čestita. Aha, čujemo se.	32
Javit ću šta sam kupila.	24
Nešto pametno, znaš.	20
Pametno, dobro. Zahvali tati.	29
Možda bi bilo bolje da se ovaj put našminkam u hodniku.	55
Svjetlo je prirodnije.	22
Otisci prstiju umazanih šminkom na bijelom kožnom neseseru izazvali su u meni gađenje, ali sam samo odvratila pogled.	117
To ću drugi put. Sada ću staviti malo sjenila i rumenila i izlazim.	67
Bijelo sjenilo u korijen nosa, tamnije prema rubovima, pa oči ne izgledaju preblizu.	84
Šminka čini čuda. Jesu li mi oči stvarno preblizu?	50
Ivana i ja sjedile smo na terasi kafića kad se odnekud pojavio.	63
Ona mi je kratko stisnula podlakticu i uputila značajan pogled.	63
Poznavale smo se gotovo cijeli život, od djetinjstva do zajedničkog odlaska na studij u Zagreb, gdje smo jedna drugoj trebale biti utočište.	140
Prirodno, imale smo izgrađen zavidan sustav komuniciranja neverbalnim znakovima.	80
Momak je bio ljubazan i zanimala ga je svaka tema koju smo dotakli, pa čak i ženski časopis o glamuru, estradi i sličnim stvarima koji je Ivana imala sa sobom.	159
Poznavala sam taj obredni ples njen suzdržani smijeh pri kojem ne pokazuje zube i nehotično glađenje obrve.	107
U jednom trenutku se poveo razgovor o ženi s naslovnice.	56
Da, ona je divna, tako ženstvena, govorila je tonom kakvim žene poput nje nikad ne govore o drugim ženama.	106
Onda se dogodilo. Ima oči nekako preblizu, to je čini neinteligentnom da ne kažem nešto gore, odvratio je i zavjerenički mi namignuo.	133
Previše zavjerenički.	21
U njegovu pogledu prepoznala sam nešto već proživljeno u jednoj davnoj epizodi iz srednjoškolskih dana.	103
Osjetila sam kako mi se nelagoda spušta niz leđa.	49
Ivanina nesretna, neostvarena ljubav.	37
Razlog? Sviđa mu se Petra, brujala je cijela škola, a nas dvije smo se jedine pretvarale da ne čujemo.	102
Ona je šutjela, ja nisam spominjala.	36
Sad je napokon došao trenutak da se nešto kaže.	47
Bilo je u tome nekog praiskonskog stava ženke.	46
U mnoštvu izgovorenog njene riječi iskrsnule su kao prijetnja.	62
Ma to se sve da dotjerati.	26
Šminka čini čuda. Evo, kako to Petra vješto prikrije!	53
Ne samo to, već i druge stvari…	31
Šminka čini čuda! Nasmijala se neprirodno glasno i zabacila glavu.	66
U trenu se vidjelo kako je grč u njenom tijelu popustio, kako su joj ramena ponovo omlitavila, kako je opušteno, kao nakon teškog zadatka, ponovo skliznula u stolicu.	166
To je bio smijeh koji oslobađa, koji liječi.	44
On nije ni primijetio taj sitni meteor mržnje koji je munjevito proletio između nas.	84
Sjedio je nekako glupavo bezazleno između dvije žene povezane neizrečenim.	74
Sve je u trenu opet bilo kao prije.	35
Ništa nije bilo kao prije.	26
Taman sam zatvarala vrata kad je ponovno zazvonio telefon.	58
Na trenutak sam se dvoumila da li da se javim ili ne, a onda brzo zaključala bravu i požurila niz stube.	104
Nakon vlažnog stubišnog mraka bjelina snježnog pokrivača djelovala je tako privlačno da sam osjetila želju da čučnem i osjetim njegovo ledeno biće među dlanovima.	162
Svakim udisajem osjećala sam oštrinu jutarnjeg zraka koji mi je parao prsa.	75
Magla se još tromo gnijezdila među zgradama poput golemog ljigavog stvora.	74
Kad bolje razmislim, i to je na neki način lijepo.	50
Bajkovito. Danas je zahvalan dan za kompromise.	47
Mrak. Nečije ruke su mi tako snažno pritisnule oči da su mi navrle suze, ali nisam se prestrašila.	98
To su bile male ruke, ženske.	29
Maja. Pčelica Maja!	19
Brzo je skinula ruke i iskočila ispred mene.	44
‘Ko ti je ta? Nemoj reći da ne znaš pčelicu Maju.	49
Sigurno mi se šminka razmazala.	31
Ne znam ni zašto sam je stavljala.	34
Bijelo sjenilo u korijen nosa.	30
Ne. Ideš u dućan? Aha.	22
Idemo skupa. Volim Maju.	24
Stanuje dva kata ispod mene.	28
Uvijek je nasmijana, kao što valjda i priliči njenih petnaest godina.	69
Petnaest… Ona čak još nije ni mlada.	36
Treba još ostarjeti da bi postala mlada…	40
I sada, dok hoda pokraj mene, izgleda kao da se pokušava suzdržati da ne potrči, da se ne nasmije ili napravi nešto neprikladno.	128
Kao da je jako naporno boriti se sa svom tom energijom u sebi.	62
Pokušala sam dozvati taj osjećaj.	33
Ništa. Ne zanima te tko je pčelica Maja?	40
Pa je, mislim, možeš mi reći rekla je nehajno i zagledala se negdje u visinu.	77
U neki prozor, pretpostavljam.	30
Možda se nešto sjetila, pa joj je pogled odlutao.	49
Prestrašila sam se svojih vlastitih misli.	42
Bože, pa ja gledam ovo mlado biće kao nekog rijetkog kukca.	59
Zar nas stvarno toliko dijeli?	30
Super su ti cipele.	19
Toliko o pčelici. Baš ti hvala.	31
Kako je u školi? Evo opet.	26
Neki se svjetovi ne daju premostiti.	36
Hmmm, nemam pojma.	18
I dobro i loše, šta ja znam.	28
U ponedjeljak mi je kontrolni iz gramatike.	43
Stara me baš tlači da dođem danas do tebe zbog toga.	52
Mogu svratit popodne?	21
Nemoj danas, zamalo mi je izletjelo.	36
Ne, neka sve izgleda obično.	28
Svrati odgovorila sam.	22
Primičući se vratima, palo mi je u oči prljavo staklo.	54
Mnoštvo otisaka prstiju.	24
Spontano sam ustuknula i pustila Maju da otvori vrata.	54
Moram ti nešto ispričati rekla je zagonetno kad se vidimo popodne.	66
Ostala sam zatečena.	20
Naši sastanci su uvijek bili, recimo tako, službeni.	52
Točno četrdeset pet minuta, možda nekoliko rečenica o svakodnevnim stvarima.	76
Njeni roditelji daju novac, pa je logično da žele vidjeti rezultate.	68
Sve za roditelje. Riječi su se odjednom otrgle od mene i otprhnule kao ptice: Super!	84
Popit ćemo capuccino i…	23
zezat ćemo se! Nemoguće je reći koja je od nas dvije bila više iznenađena mojom reakcijom.	90
Ona je zastala s košarom u ruci zbunjeno zirkajući prema meni.	62
Usta su joj se razvukla u osmijeh.	34
Ti si luda. Mislim, dobra si, kužiš?	36
A ti si rusalka. Ko je to?	26
Šumska vila. Ima dugu kosu kao ti, prekrasnu.	45
Morali ste to učiti iz književnosti, nemoguće da niste, palo mi je na pamet.	76
Baš ću je upitati šta sad uče…	30
Ne, ne, ne govori to.	21
Sumnjičavo je naborala nos.	27
Vila? Staromodno. Ti si luda, rekla je nehajno, i ne pomišljajući da će me te riječi razveseliti.	97
Zbilja to misliš, zaustila sam, ali sam rekla: Majo, vidiš ovu ženu na blagajni?	80
Pogledaj šta ima u košari.	26
Zašto? Vidi: mlijeko u vrećici znači, u tetrapaku je preskupo, možda je umirovljenica ili je, ne znam, dobila otkaz.	116
Čaj za prostatu stariji muškarac, muž, problemi.	48
Pogača nikad nije zavoljela grad i pati, pretpostavljam…	56
I vidiš, u svemu tome krema za ruke …	37
Nastoji držat do sebe preduhitrila me.	38
Otprilike, ali ipak dobro.	26
Za petnaest godina sasvim dovoljno.	35
Sad pokušaj zamisliti stan ili sobu u koju ulazi, sad kad se vrati.	67
Pokušaj osjetiti njen život.	28
Da, da, kužim šta hoćeš reć’.	29
Dobra šema. Uvijek to radiš?	28
Naravno da ne. Nekad sam samo ja na blagajni.	45
Nasmijala se. Kratko je razmišljala stisnuvši kapke, a onda joj je odjednom sinulo.	83
Uprla je prstom u košaru u mojoj ruci: Sad ću ja vidjet tvoj život!	67
U trenu sam osjetila grč u želucu.	34
Ovo nisam predvidjela.	22
Osjetila sam snažnu potrebu da zaklonim te komadiće mozaika moga života koji su bespomoćno ležali izloženi pogledima.	117
Pa… dobro. Ali moram uzet još nešto, sad sam se sjetila.	56
Čekaj tu. Odjurila sam do police i u košaru ubacila paketić uložaka.	68
Ludo, ludo, bubnjalo mi je u glavi, njoj je tek petnaest…	57
Ona ne može ništa znati.	24
Nekoliko sam trenutaka stajala među policama, a onda se žurno uputila natrag.	77
Kakvo nezrelo, glupo ponašanje.	31
Danas sam potpuno neuračunljiva.	32
Ipak, kad sam ugledala kako Maja priča s nekim dečkom, naglo sam usporila korak.	80
Dok ja stignem, ona će se već uputiti prema vratima.	52
Da, uzima vrećicu i domahuje da će me čekati ispred.	52
Tako je dobro. Ubrzo sam izašla za njom s dvije prepune vrećice.	64
Grickalice, piće, kečap i ostale stvari koje trebaju rođendan učiniti sretnim.	78
Maja je listala neki tinejdžerski časopis i u hodu bacila oko na moju prtljagu.	79
Ništa, nas dvije ćemo se popodne fino najesti, a onda piti kolu ili šta god želiš, reći ću.	91
Ali ona je samo kratko rekla: Očekuješ mengu.	45
Bar toliko znamo. Do ulaza smo obje šutjele.	44
Bila je previše obuzeta novostima iz svijeta slavnih da bi obraćala pozornost na mene.	86
Bilo mi je ugodno hodati u tišini, kad je odjednom uzviknula: Čovječe!	70
A užasa…! Trideset!	19
Pogledaj kako dobro izgleda, nisam mogla zamislit da je tako stara!	67
Meni je trebala jedna jedina sekunda da procijenim plavušu na slici.	68
NA VRHUNCU KARIJERE U TRIDESETOJ pisalo je.	43
Savršen ten, ali s puno, puno pudera.	37
Svjetlo majstorski podešeno, ali ipak nedovoljno dobro da prikrije izdajničke nabore ispod očiju.	97
Oči, koje su unatoč nedužnom osmijehu govorile da su neke stvari proživljene, neke tajne odane.	95
Ne, njoj ne bih pokazala svoju košaru.	38
Ni ja odvratila sam i polako se uputila uz stepenice.	53
Otvorila sam vrata i iznenadila se kako je u sobi hladno.	57
Pod “neodgovoreni pozivi” svijetlio je Ivanin broj.	51
Dobro. To ću poslije, kad obavim.	33
Idem sad… Ili možda prije moram…	32
Više nema smisla odgađati.	26
Zavaravaš samu sebe.	20
Kratko sam stajala zatečena, a zatim se dosjetila.	50
Prozor. Ostavila sam otvoren prozor.	36
Da, da, žurila sam, nisam se javila na telefon…	47
Skoro sam potrčala u kuhinju i brižljivo ga zatvorila…	54
Baš kao onaj čovjek.	20
Bilo je nedjeljno jutro.	24
Marko je prespavao kod mene i dugo se gnijezdio po krevetu.	59
Naslonila sam se na kuhinjski prozor i promatrala ulicu čekajući da voda prokuha.	81
Vani nije bilo nikoga, samo čovjek koji prodaje jaja.	53
Na betonskom parkiralištu ispred videoteke i kafića sa samo jednom košaricom jaja ispred sebe izgledao je kao istrgnut iz neke druge priče.	139
Ne znam zašto sam zaustavila pogled na tisuću puta viđenom prizoru.	67
On je svaki dan stajao na istom mjestu, u istoj jakni i nepomično gledao prema cesti, nezainteresiran hoće li mu netko prići.	125
Ljudi su mu rijetko i prilazili, vjerojatno ga već doživljavajući kao dio krajolika.	84
Vani nije bilo nikoga, samo čovjek koji prodaje jaja.	53
Već sam se spremala vratiti kuhanju kave, kad je on spustio ruku u džep, naglo se uspravio i pogledao preko ramena.	115
Točno sam mogla razabrati kako mu se lice ozarilo i zatim se žurno uputio, vjerojatno nekome u susret.	102
To mi se učinilo tako nesvakidašnjim.	37
Brzo sam se primakla prozoru, toliko blizu da sam pritisnula nos na staklo.	75
Koračao je brzo i nekako odvažno, a ja sam se propela na prste pokušavajući ga pratiti pogledom.	96
Da, zaboravio je nešto obaviti, možda nešto odnijeti.	53
Nekoga će pozdraviti, pomislila sam.	36
Otvorit ću prozor, sinulo mi je, no on se u tom trenutku naglo zaustavio.	73
Posegnuo je rukom dublje u džep i laganom, gotovo dostojanstvenom kretnjom bacio nekakav smotuljak u koš za smeće.	114
Hajde, požuri, otela mi se misao.	33
Pričekao je jedan trenutak, a onda se okrenuo i umornim korakom vratio na svoje staro mjesto.	93
Stajala sam nepomično kao izdana.	33
Kao da mi se narugao.	21
Odjednom sam osjetila kako mi trnu prsti na nogama.	51
Uletjela sam u sobu i bacila se na krevet.	42
Slušaj rekla sam i prolila po Marku bujicu riječi.	50
Isprva me gledao začuđeno, a zatim se nasmiješio.	49
Gledao me kao dijete koje mu je dotrčalo pokazati mrava.	56
Osjetila sam kako me vrijeđa ta nježnost.	41
Petra… rekao je i iskočio iz kreveta.	37
Meni je tu sve jasno.	21
Čovjek je požurio da mu netko ne ukrade jaja.	45
Rastegnuo se ispred zrcala i uputio prema vratima.	50
Uhvatio se rukom za dovratak i zastao, kao da ga je tek sada udarilo moje razočaranje.	86
Čuj, ja u tome ne vidim ništa.	30
Stvarno ništa. To je bilo najviše što je mogao ponuditi.	56
Ova voda ti je skoro isparila!	30
doviknuo je i zatvorio vrata kupaonice.	39
Dok sam zatvarala prozor, pogled mi je pao na sudoper u kojem je ležala neoprana šalica kave.	93
Mislim da bih sada stvarno morala malo počistiti.	49
Odgađaj, samo odgađaj.	22
Bježi od sebe. Odmakla sam zavjesu propustivši snop sivog danjeg svjetla.	73
Tanki pokrov prašine prostirao se po staklenoj ploči stola poput plijesni.	74
Ne, svakako moram malo počistiti prije nego što nazovem.	56
Usput ću upaliti televizor i dopustiti zvukovima da razbiju tišinu.	67
Kažu da dnevna soba odaje osobu.	32
Kupaonica najviše govori o ženinoj čistoći, rekla je jednom moja baka.	70
Sve te odaje. Sve.	18
Ipak mislim da bi se neupućen ovdje pomučio.	44
Drveni slon, portret vlasnikove kćeri naslikan na ljetovanju, lampa s resama, buket platnenih suncokreta.	105
Komplet romana Agathe Christie, priručnik Uljepšajte vaš vrt, Dječja enciklopedija, Vojske svijeta…Uljezi.	106
Zašto ih ne makneš ako ti smetaju?	34
Baciš u podrum? Među njima kao oaza vedrine slika na kojoj se kreveljimo ja i Nina, moja cimerica iz studentskog doma.	118
Na dnu je crvenim flomasterom bilo napisano: SVE JE KAKO ODLUČIŠ DA JEST.	73
Iz boce sa sredstvom za čišćenje širio se miris alkohola.	57
Očišćene police, kvake, okviri slika…	37
Prostor steriliziran od tuđe prošlosti.	39
Brižno sam prebrisala staklenu skulpturu muškarca i žene u strastvenom plesu.	77
On se nadvija nad njenim krhkim tijelom presavijenim preko ruke, nad njenom predajom u haljini koja leprša.	107
Prekrasna je. Nisi trebao.	26
Prekrasna je, rekla je gotovo sa strahom moja majka.	52
Vjerujem da nikad nisi dobila ljepši poklon, govorila je prevrćući je u rukama.	79
Pažljivo ju je vratila na policu, obeščašćenu otiscima.	55
Nijemo je preletjela ozbiljnim pogledom preko vesele fotografije ne želeći joj dati važnost, gotovo se gnušajući neobuzdane mladosti kojom je zračila.	150
Svaki put kad bi me posjetila, a to nije bilo često, kao da se iznova trudila upoznati me.	90
Ti, znači, voliš ovakve stvari, kimala je glavom razgledavajući stan poput turista.	83
Prelazila je rukom preko polica, preko knjiga, kao da dodirom može dublje prodrijeti u moj život.	97
Zatim bismo pile kavu, a ona je sjedila na izlizanom trosjedu suzdržano, kao u čekaonici.	89
Pritom bi prelazila dlanom preko dlana i krišom pogledavala po sobi, tražeći znakove koje će poslije pomno iščitavati u dugoj vožnji autobusom.	143
Ne, hvala ti, stvarno nisam gladna, govorila je ljubazno i glasno, kao da sam još mala curica koja joj donosi nekoliko kamenčića na ružičastom plastičnom tanjuriću.	164
Ujutro bi stvari već čekale spakirane.	38
Ionako ih nisam ni stavljala u police, govorila je smijući se.	62
… CESTE SU UGLAVNOM PROHODNE, NO U POPODNEVNIM SATIMA MOŽE DOĆI DO POLEDICE…	76
Odložila sam krpu, uzela daljinski i sjela na naslon fotelje.	61
Na prvom je seljak kvrgavim prstima mrvio zemlju pokazujući sasušeni gomolj…	76
na drugom “i onda sam odjednom počela gubiti kilograme a da sam baš sve jela…”, dalje…	86
“škola nas odgaja, a ne samo obrazuje…”.	40
Uvijek, uvijek isto.	20
“Treniram tri sata dnevno” zgodan je ovaj, dalje…	49
“Prvi dani su mi bili teški, jako sam se loše osjećala, a osobito se sjećam kave…”.	83
Pojačala sam. Bucmasta mlada trudnica se milo smiješila i majčinski se obraćala gledateljima i dvostruko starijoj voditeljici.	126
Njena sugovornica je sućutno kimala glavom.	43
Spustila sam se u fotelju baš kad je zazvonio telefon.	54
Čestitam! Dobro došla u klub rekao je glas tako muklo da sam protrnula.	71
Zaboga, šta ti je s glasom?	27
Nisam išla doktoru, nemam pojma.	32
Uglavnom, klasika kao da gutam kaktus, suzim, slinim i jaučem.	62
Imaš temperaturu? Naravno, tako se i priliči, pa subota je.	59
Bila sam zatečena.	18
Znači, samo nas dvoje.	22
Dakle, ne dolaziš večeras na komemoraciju jednoj mladosti?	58
Uzdahnula je. To ti je bilo malo morbidno.	42
Pretjeruješ, ali stvarno.	25
Tako se osjećam. Gledaj na to s vedrije strane.	47
S koje? Kratko je šutjela, a onda počela kašljati.	50
Nemam pojma. Nisam imala ništa bolje na pameti.	47
Što, naravno, ne znači da nema vedre strane.	44
Premjestila sam se s noge na nogu.	34
Ovdje u hodniku je hladno.	26
Stvarno, kad malo obratiš pozornost, većina ljudi drži telefon u hodniku.	73
Kome je to uopće palo na pamet?	31
Razgovarati o bitnim i nebitnim stvarima stišćući se uz vješalicu na ulazu.	75
Halooo zaječalo je iz slušalice jesi tu?	40
Oprosti… hm, pričekaj čas da zatvorim vrata.	44
Odložila sam slušalicu i u jednom koraku stvorila se pred vratima toaleta.	74
Osjetila sam težinu u nogama, ali nisam se obazirala.	53
Brzo sam ušla, zgrabila kutijicu i plastičnu čašu, ubacila ih u ormarić i zalupila vratima.	91
Potom sam polako zatvorila vrata kupaonice, pričekala nekoliko trenutaka i ponovno uzela slušalicu.	99
Evo me. Pitam šta si radila jutros?	35
Pila sam kavu, sama.	20
Baš mi je prijala.	18
Prožela me nelagoda.	20
Zašto sam to rekla?	19
Baš mi je prijala.	18
To je bilo nepotrebno.	22
Ivana, slušaj… Znaš šta mi se jutros dogodilo?	46
Srela sam Maju kad sam išla u dućan, znaš onu malu što joj pomažem oko hrvatskog, da, i ona kupi neki časopis za mlade, i u jednom trenutku kaže za onu, kako se zove, Vanessu…	175
Žena je zmaj, šta kažeš?	24
Zakašljala se. Slušaj, kaže mi: nisam mogla vjerovati da je ovako stara.	72
Šta, Vanessa ima trideset?	26
Dvadeset devet. Dobro, u tridesetoj je…	39
Pa čuj, ja bih za taj slučaj, za tu malu, čekaj…	48
Kihnula je. Kao i za sve slične, primijenila moj čuveni postulat…	65
Znam ga rekla sam.	18
Odjebite sve vi… …	18
ispod trideset dodala sam.	26
Tako je. I dajem ti sva autorska prava, možeš ga koristiti neograničeno.	72
Toplo preporučam što češće.	27
Dobro, njoj je petnaest, možda je možemo amnestirat.	52
Tek mi je sad palo na pamet…	28
Kako može toliko govoriti s upaljenim grlom?	44
Ne, ne, vidi se da je zbilja bolesna.	37
Nema amnestije za mlađe od nas.	31
Ni za one od petnaest.	22
To je jedan drugi postulat.	27
Nasmijala sam se. Na trenutak sam istinski zažalila što je danas neću vidjeti.	78
Nego, znaš ti zašto sam ja ovako u komi?	40
Ja i dvije moje s posla, onu Marinu si upoznala…	48
Naslonila sam se na zid.	24
Da… Zanimljivo je to, iznenada vidjeti sebe u zrcalu kad pred tobom iznenada iskrsne vlastito lice.	99
Jedino u tom prvom pogledu, u tom kratkom djeliću vremena možeš sagledati sebe u pravom svjetlu, bez predumišljaja u očekivanju odraza.	135
Kao da samo na trenutak dobiješ dar vidjeti se tuđim očima.	59
… to ti je ona crna majica bez rukava, gore je rolka, dogovorile smo se da izlazimo u crnom…	92
Grozno izgledam. Pritisnula sam obrazom slušalicu na rame i oslobodila ruke.	76
Okrenula sam se leđima prema zrcalu.	36
Podigla sam rukama stražnjicu, pa je pustila.	45
Padne li brzo? Stegnula sam mišiće i uspravila se.	50
Sad ponovo digni, pa pusti.	27
… plesale smo do tri ujutro, do tri, ej, i normalno, onako znojna izađem…	73
Maknula sam se od zrcala i sjela na pod.	40
Zbilja je vrijeme da uzmem taj bežični.	39
Je li bilo bombončića?	22
Činilo se kao da će se ugušiti u kašlju.	40
Iz slušalice se prosipao kao daleka grmljavina.	47
Ivana, a da se mi čujemo kad ti bude malo bolje?	48
Pribrala se. Ne, nema veze, ionako mi je dosadno ležat, da ti kažem…	68
Bombončića je bilo…	19
k’o u bajci o Ivici i Marici…	29
Momci od nekakvih devetnaest, dvadeset godina bili su Ivanina strast.	69
Čak ne znam ni je li to zapravo bila istina, ali svakako je bio razlog za zezanciju.	84
Bombončići. Oni su na neki neobjašnjiv način to osjećali, pa se često događalo da joj se ubacuje momak puno mlađi od nje.	121
Sigurno misle da će sa mnom doživjeti sedmo nebo, smijala bi se ona samodopadno.	80
Znale su se događati i nezgodne situacije.	42
